id,created_at,user_id,product_id,discount,quantity
217,2017-04-08T07:32:20.000Z,37,99,,2
219,2017-05-15T14:46:08.000Z,37,199,,2
224,2017-08-16T14:56:15.000Z,37,116,,8
228,2017-04-17T15:21:09.000Z,38,182,,3
229,2017-12-26T07:29:57.000Z,38,152,,2
237,2017-11-19T22:58:11.000Z,39,52,,3
238,2017-12-22T03:09:50.000Z,40,9,,2
241,2017-10-05T03:52:29.000Z,40,175,,7
242,2017-05-03T05:44:12.000Z,40,49,,4
246,2017-12-13T19:28:29.000Z,40,75,3.43,3
255,2017-08-11T23:50:54.000Z,40,47,,6
256,2017-08-01T10:50:43.000Z,40,77,,6
258,2017-09-08T17:20:55.000Z,40,191,,3
260,2017-09-09T16:40:11.000Z,40,55,,2
264,2017-01-03T09:08:02.000Z,42,164,,1
265,2017-08-18T03:33:03.000Z,42,146,,7
278,2017-09-14T19:35:23.000Z,42,121,,4
279,2017-08-10T08:29:32.000Z,44,60,,7
281,2017-03-14T20:43:27.000Z,44,18,,1
282,2017-01-08T15:11:26.000Z,44,6,,1
284,2017-11-09T21:39:14.000Z,44,200,,3
292,2017-03-08T12:02:45.000Z,45,158,,1
306,2017-12-18T22:29:05.000Z,47,84,,2
311,2017-06-22T17:55:26.000Z,48,73,,5
315,2017-08-16T19:22:10.000Z,48,180,,5
317,2017-10-16T04:28:02.000Z,48,18,1.81,3
319,2017-12-29T05:02:42.000Z,48,155,,2
321,2017-12-20T20:56:25.000Z,48,48,,2
325,2017-04-25T11:26:11.000Z,48,125,,3
332,2017-12-28T06:26:38.000Z,49,164,,1
333,2017-04-12T09:54:46.000Z,49,126,3.47,3
339,2017-09-30T16:10:20.000Z,49,199,,4
340,2017-11-18T12:30:08.000Z,49,136,,3
344,2017-02-01T16:58:02.000Z,49,161,,2
353,2017-09-18T15:22:04.000Z,50,7,,6
354,2017-05-12T16:54:30.000Z,50,161,,5
361,2017-08-21T10:43:27.000Z,52,199,,9
363,2017-08-02T20:06:15.000Z,53,176,,7
365,2017-11-20T11:26:38.000Z,53,6,,3
384,2017-02-08T17:31:32.000Z,56,79,,2
385,2017-07-14T11:37:30.000Z,56,124,,7
388,2017-10-14T21:21:00.000Z,56,33,,5
400,2017-08-17T17:53:28.000Z,57,34,,9
403,2017-03-29T14:23:39.000Z,57,163,,1
410,2017-07-02T12:56:21.000Z,57,122,,4
419,2017-08-11T03:41:44.000Z,58,146,,9
422,2017-01-23T06:32:25.000Z,58,109,,2
424,2017-12-09T05:35:23.000Z,58,195,,2
430,2017-12-11T11:28:30.000Z,60,159,,2
431,2017-10-29T07:04:26.000Z,60,94,,4
433,2017-03-14T11:58:50.000Z,60,109,,1
434,2017-01-03T00:26:48.000Z,60,120,,2
449,2017-09-02T02:34:34.000Z,63,187,,6
455,2017-09-20T07:26:12.000Z,63,49,,5
458,2017-12-09T17:59:11.000Z,63,157,,2
461,2017-12-12T00:25:52.000Z,63,131,,2
462,2017-07-13T11:33:05.000Z,63,44,,2
471,2017-11-13T20:28:23.000Z,65,12,,2
474,2017-10-31T07:22:14.000Z,65,113,,7
477,2017-11-02T19:53:34.000Z,65,42,,2
479,2017-07-25T12:09:25.000Z,65,55,,5
482,2017-06-12T23:52:28.000Z,65,72,,6
485,2017-11-10T08:05:46.000Z,65,77,,2
488,2017-04-26T09:18:38.000Z,65,48,,3
491,2017-11-20T16:20:53.000Z,65,190,,3
493,2017-02-04T10:16:00.000Z,65,1,,1
496,2017-04-09T12:52:19.000Z,65,194,,2
499,2017-11-20T01:33:29.000Z,65,178,,3
500,2017-11-25T06:36:09.000Z,65,115,,3
504,2017-06-15T10:00:23.000Z,65,81,,6
507,2017-08-07T17:14:26.000Z,66,142,,6
521,2017-12-15T14:59:12.000Z,68,48,,1
524,2017-03-11T12:21:01.000Z,68,171,,1
525,2017-08-12T18:39:04.000Z,68,139,,7
526,2017-11-13T11:18:27.000Z,68,50,,3
527,2017-03-09T21:58:06.000Z,68,160,,1
529,2017-10-19T08:20:17.000Z,68,106,,3
530,2017-03-19T20:56:02.000Z,68,23,,1
541,2017-12-10T19:06:19.000Z,69,131,,2
542,2017-10-13T08:12:40.000Z,69,30,,5
543,2017-11-07T15:29:19.000Z,69,78,,3
546,2017-12-18T14:09:44.000Z,69,86,,2
548,2017-09-18T09:50:46.000Z,69,52,3.95,5
558,2017-01-01T07:10:22.000Z,70,85,,2
562,2017-07-04T04:57:34.000Z,70,61,,4
563,2017-02-20T09:50:38.000Z,70,83,,2
571,2017-07-16T09:00:57.000Z,70,60,,45
572,2017-03-17T12:57:11.000Z,70,192,,1
578,2017-09-28T09:12:23.000Z,72,20,,5
591,2017-11-12T18:30:29.000Z,73,183,,3
602,2017-08-20T12:52:59.000Z,74,85,4.29,8
605,2017-07-10T21:19:28.000Z,74,85,,7
606,2017-08-04T22:04:44.000Z,74,117,,9
614,2017-04-03T17:05:22.000Z,74,185,,4
618,2017-04-21T16:06:20.000Z,74,196,,2
624,2017-05-11T21:58:23.000Z,74,30,,4
630,2017-02-28T06:28:35.000Z,76,24,,1
640,2017-10-29T04:11:17.000Z,80,155,,7
644,2017-01-30T17:54:16.000Z,80,84,,1
654,2017-11-23T17:07:44.000Z,81,183,,2
655,2017-12-28T10:09:27.000Z,83,198,,1
659,2017-07-16T13:38:17.000Z,84,79,,5
662,2017-04-27T08:21:05.000Z,85,30,,4
666,2017-04-14T17:09:19.000Z,85,64,,3
679,2017-10-31T15:52:26.000Z,86,93,,6
685,2017-03-21T02:49:06.000Z,87,118,,1
688,2017-09-04T12:17:01.000Z,87,122,,4
702,2017-09-07T22:58:01.000Z,87,183,,5
703,2017-05-26T15:02:39.000Z,87,164,,4
712,2017-07-27T01:53:01.000Z,87,171,,6
715,2017-12-11T06:11:59.000Z,88,173,,2
726,2017-03-19T06:34:46.000Z,91,68,,1
728,2017-12-24T03:18:31.000Z,92,18,,2
734,2017-06-12T17:25:20.000Z,92,133,,3
738,2017-09-28T19:08:59.000Z,95,176,,4
739,2017-02-17T00:07:42.000Z,95,105,,1
740,2017-10-04T22:06:06.000Z,95,36,5.63,4
748,2017-02-22T07:39:16.000Z,95,51,,1
754,2017-05-25T05:29:58.000Z,95,18,,4
757,2017-09-28T13:25:57.000Z,97,165,,5
759,2017-12-26T22:36:26.000Z,98,40,,2
760,2017-11-05T07:15:57.000Z,98,168,,3
762,2017-02-20T19:59:40.000Z,99,81,,1
765,2017-08-23T08:23:40.000Z,99,81,,6
766,2017-11-26T01:02:19.000Z,99,97,,3
767,2017-11-02T11:20:49.000Z,99,191,,3
771,2017-04-04T15:07:14.000Z,100,184,,1
775,2017-02-25T23:29:51.000Z,101,189,,1
781,2017-12-05T05:25:26.000Z,101,4,,2
788,2017-09-08T18:39:58.000Z,105,38,,5
789,2017-02-13T11:59:11.000Z,105,154,,2
796,2017-07-26T14:47:07.000Z,108,200,,5
802,2017-09-25T20:37:53.000Z,108,151,,5
810,2017-12-19T15:24:38.000Z,111,39,,2
811,2017-08-20T16:11:41.000Z,111,143,8.4,9
819,2017-08-27T22:42:03.000Z,111,57,,8
821,2017-10-01T08:40:04.000Z,111,129,,5
823,2017-02-28T11:53:52.000Z,111,48,,2
824,2017-11-28T23:52:55.000Z,111,199,,3
825,2017-10-15T21:42:56.000Z,111,148,2.95,5
827,2017-04-05T05:50:50.000Z,111,183,,3
829,2017-01-16T16:27:28.000Z,111,107,,2
834,2017-04-26T10:38:08.000Z,112,92,,2
836,2017-07-21T04:30:27.000Z,112,185,,4
837,2017-11-18T14:06:21.000Z,112,109,,2
842,2017-06-02T12:00:04.000Z,113,134,,4
843,2017-06-16T11:33:54.000Z,113,49,,4
844,2017-11-19T05:11:49.000Z,113,81,,2
850,2017-08-06T17:40:16.000Z,113,119,,7
851,2017-12-24T19:30:06.000Z,113,22,7.72,2
858,2017-06-12T05:20:30.000Z,115,127,,6
864,2017-07-21T05:20:17.000Z,115,41,,4
871,2017-12-24T03:54:32.000Z,117,19,,1
873,2017-08-19T17:08:31.000Z,117,46,,6
874,2017-07-30T14:11:50.000Z,117,58,,7
878,2017-08-13T15:55:41.000Z,117,135,,8
881,2017-09-21T20:45:45.000Z,117,83,,4
883,2017-11-05T11:48:40.000Z,118,181,3.67,4
888,2017-07-24T09:47:57.000Z,118,170,,4
890,2017-07-17T16:17:38.000Z,119,108,,5
891,2017-05-17T14:07:03.000Z,119,73,,6
898,2017-12-21T07:24:34.000Z,124,35,,2
905,2017-08-31T13:22:05.000Z,124,73,,4
908,2017-08-28T03:46:28.000Z,124,93,,7
924,2017-03-25T03:38:48.000Z,128,54,,1
934,2017-06-21T20:32:06.000Z,129,15,,7
941,2017-04-05T10:21:16.000Z,129,176,,4
942,2017-01-03T10:27:28.000Z,129,34,,2
945,2017-07-20T12:31:44.000Z,130,81,7.45,5
947,2017-04-07T05:26:06.000Z,130,163,,3
950,2017-12-08T15:25:46.000Z,130,68,,2
951,2017-02-09T00:01:59.000Z,130,105,,2
967,2017-07-07T13:05:08.000Z,136,163,,2
972,2017-12-26T00:39:14.000Z,136,82,,3
985,2017-03-11T22:14:29.000Z,138,166,,1
988,2017-03-05T13:05:04.000Z,138,80,,1
997,2017-02-06T09:01:03.000Z,139,38,,1
1003,2017-11-29T19:05:45.000Z,140,27,7.17,3
1004,2017-09-17T18:51:22.000Z,140,136,,5
1007,2017-03-26T11:49:25.000Z,140,120,,1
1015,2017-09-13T15:48:16.000Z,141,131,,4
1020,2017-04-03T18:12:38.000Z,141,89,,2
1022,2017-03-04T19:50:54.000Z,141,68,,8
1024,2017-12-11T07:42:46.000Z,141,26,,1
1025,2017-11-17T18:44:41.000Z,141,53,,3
1034,2017-12-28T19:39:25.000Z,142,73,,1
1038,2017-05-12T01:50:18.000Z,142,82,,3
1039,2017-07-31T01:51:14.000Z,145,43,,5
1050,2017-04-29T03:37:15.000Z,148,61,,3
1059,2017-08-23T22:10:03.000Z,148,110,,5
1066,2017-03-26T12:14:22.000Z,149,99,,0
1069,2017-04-28T04:34:03.000Z,149,16,,2
1074,2017-12-14T01:55:07.000Z,149,29,,3
1078,2017-08-04T06:46:20.000Z,149,99,,6
1087,2017-09-14T00:51:26.000Z,150,175,,7
1091,2017-07-14T00:25:12.000Z,150,89,,5
1100,2017-06-24T21:22:07.000Z,150,34,,5
1101,2017-01-25T03:52:09.000Z,150,168,6.43,1
1106,2017-04-04T12:34:48.000Z,150,184,,2
1111,2017-11-19T13:43:05.000Z,151,122,,4
1112,2017-09-07T08:39:03.000Z,151,47,,6
1116,2017-04-03T20:22:06.000Z,151,30,,4
1122,2017-08-30T20:56:18.000Z,151,90,,5
1126,2017-03-21T18:21:44.000Z,151,10,,1
1139,2017-06-01T19:42:27.000Z,152,167,,5
1140,2017-07-07T02:59:30.000Z,153,151,,4
1163,2017-06-19T19:24:40.000Z,154,184,,3
1165,2017-07-15T05:12:18.000Z,154,65,,3
1170,2017-05-25T07:16:45.000Z,154,31,,3
1174,2017-11-17T23:07:24.000Z,154,17,,2
1175,2017-02-08T14:03:09.000Z,154,73,,1
1177,2017-08-12T18:41:15.000Z,154,121,,4
1180,2017-04-29T20:26:22.000Z,154,31,,3
1182,2017-05-04T10:40:10.000Z,154,84,,4
1185,2017-11-26T04:03:30.000Z,154,148,,3
1187,2017-12-08T02:25:45.000Z,154,121,,1
1188,2017-05-21T18:53:16.000Z,154,47,,3
1189,2017-12-22T13:02:10.000Z,154,11,,2
1210,2017-06-20T18:23:42.000Z,155,158,3.4,6
1217,2017-05-26T06:19:14.000Z,155,197,2.91,5
1220,2017-08-20T10:04:37.000Z,155,17,,8
1221,2017-12-12T14:59:11.000Z,155,92,,2
1231,2017-11-23T10:50:59.000Z,156,142,,3
1236,2017-01-28T23:10:29.000Z,158,124,,3
1239,2017-06-01T02:23:10.000Z,158,51,,9
1244,2017-12-09T01:01:05.000Z,158,165,,1
1245,2017-01-27T04:29:38.000Z,158,3,3.38,2
1247,2017-11-05T01:17:38.000Z,158,96,,3
1257,2017-12-09T02:50:22.000Z,159,7,,2
1258,2017-02-11T07:18:04.000Z,159,46,,1
1261,2017-08-23T19:13:46.000Z,159,147,4.24,9
1269,2017-09-27T22:30:10.000Z,161,65,,6
1271,2017-04-06T15:28:28.000Z,164,44,,3
1272,2017-06-15T13:25:27.000Z,164,100,,7
1274,2017-07-30T09:00:25.000Z,164,132,5.86,4
1302,2017-09-26T20:15:42.000Z,172,49,,4
1304,2017-03-03T13:32:28.000Z,172,54,,1
1307,2017-09-27T04:18:12.000Z,172,54,,4
1316,2017-05-15T00:01:31.000Z,173,89,,6
1321,2017-12-16T05:12:36.000Z,173,138,,2
1327,2017-10-13T21:22:36.000Z,174,134,,8
1342,2017-08-01T10:32:40.000Z,177,38,8.56,9
1346,2017-12-06T10:36:42.000Z,179,68,,2
1350,2017-11-23T08:23:47.000Z,179,176,,4
1353,2017-10-31T21:16:38.000Z,179,180,,6
1359,2017-09-06T00:11:40.000Z,179,34,,5
1361,2017-09-27T09:12:02.000Z,181,127,,7
1376,2017-01-15T20:30:38.000Z,183,126,,2
1378,2017-06-24T01:50:45.000Z,184,25,,6
1380,2017-04-15T02:16:57.000Z,184,12,7.32,3
1390,2017-03-09T05:49:33.000Z,194,72,,1
1407,2017-12-11T12:41:33.000Z,198,12,,2
1410,2017-10-19T17:51:49.000Z,199,130,,5
1411,2017-11-27T12:15:05.000Z,199,147,,4
1413,2017-04-19T20:18:47.000Z,199,184,,3
1420,2017-10-13T17:32:17.000Z,200,147,3.01,6
1427,2017-11-17T14:15:37.000Z,201,185,,2
1431,2017-03-27T01:41:56.000Z,201,196,,1
1440,2017-05-07T08:40:21.000Z,204,36,,3
1449,2017-08-17T18:50:00.000Z,205,159,8.49,9
1451,2017-10-25T07:39:31.000Z,205,180,,7
1460,2017-09-10T11:11:55.000Z,208,112,,6
1466,2017-07-29T23:54:50.000Z,208,136,,6
1470,2017-10-03T02:14:50.000Z,208,82,,8
1471,2017-08-08T20:28:22.000Z,210,63,,7
1472,2017-05-12T15:39:49.000Z,210,110,,5
1473,2017-03-04T10:46:17.000Z,210,146,,1
1474,2017-07-14T05:39:11.000Z,211,61,,4
1482,2017-12-08T00:29:10.000Z,213,94,,2
1483,2017-12-08T03:13:14.000Z,213,13,,2
1486,2017-12-20T05:46:26.000Z,213,126,,2
1490,2017-10-28T19:20:33.000Z,213,90,,6
1509,2017-04-29T00:33:33.000Z,216,184,,1
1515,2017-03-01T03:49:39.000Z,216,30,,1
1538,2017-07-24T04:21:21.000Z,221,112,,4
1539,2017-05-06T17:10:33.000Z,221,122,,3
1541,2017-11-26T11:44:46.000Z,222,109,,3
1542,2017-09-28T06:02:46.000Z,222,158,,6
1546,2017-03-29T12:07:28.000Z,222,199,,1
1562,2017-07-07T02:20:44.000Z,223,157,,3
1568,2017-08-06T01:18:04.000Z,223,7,,9
1583,2017-01-13T03:05:12.000Z,225,156,,2
1590,2017-10-17T21:38:23.000Z,226,100,,4
1601,2017-03-21T09:48:41.000Z,226,68,,1
1606,2017-07-23T19:53:08.000Z,226,43,,3
1617,2017-02-12T07:05:27.000Z,229,118,,1
1620,2017-09-18T01:08:16.000Z,229,197,,6
1627,2017-05-26T18:51:07.000Z,232,18,,3
1628,2017-05-09T10:29:34.000Z,232,171,,3
1630,2017-11-02T10:55:34.000Z,232,13,,3
1637,2017-02-16T06:03:39.000Z,232,1,5.17,2
1641,2017-07-25T16:20:10.000Z,233,103,,7
1642,2017-12-27T00:38:17.000Z,233,154,,2
1644,2017-07-29T14:56:23.000Z,233,50,3.05,5
1645,2017-03-27T20:14:00.000Z,233,7,,1
1659,2017-08-24T05:40:46.000Z,234,139,,6
1674,2017-08-22T03:04:23.000Z,235,55,,8
1678,2017-06-18T22:37:39.000Z,235,38,,6
1686,2017-09-09T05:24:26.000Z,236,122,,7
1705,2017-10-27T19:33:08.000Z,240,78,,7
1709,2017-04-21T07:54:53.000Z,240,146,,2
1710,2017-10-12T00:29:14.000Z,240,162,,5
1712,2017-11-12T03:37:17.000Z,240,71,,2
1726,2017-11-05T12:44:47.000Z,243,106,,4
1732,2017-10-14T13:44:12.000Z,244,191,9.14,6
1742,2017-12-16T17:01:57.000Z,245,165,0.89,1
1744,2017-09-10T12:14:46.000Z,245,53,,2
1751,2017-06-02T05:54:50.000Z,245,15,,4
1758,2017-11-12T03:42:20.000Z,246,44,1.06,1
1759,2017-09-11T22:45:52.000Z,246,81,,2
1769,2017-03-04T18:05:05.000Z,246,155,,13
1775,2017-08-31T12:09:40.000Z,248,60,,5
1784,2017-09-24T01:37:33.000Z,251,125,,6
1792,2017-09-20T07:13:34.000Z,253,169,,4
1796,2017-10-22T02:08:47.000Z,253,178,,5
1797,2017-11-03T22:22:21.000Z,253,199,,2
1799,2017-11-08T11:20:44.000Z,253,153,,2
1801,2017-11-01T04:49:44.000Z,253,36,,3
1802,2017-05-20T03:27:08.000Z,253,46,,4
1807,2017-11-07T04:19:30.000Z,256,30,,2
1821,2017-12-08T05:43:28.000Z,259,94,,2
1823,2017-10-27T23:52:41.000Z,259,166,4.79,8
1825,2017-11-29T16:19:05.000Z,259,126,,3
1837,2017-01-25T10:41:12.000Z,260,53,,2
1838,2017-01-24T16:52:16.000Z,260,146,,1
1841,2017-03-21T23:45:31.000Z,261,48,,1
1844,2017-09-04T21:11:08.000Z,261,59,,5
1845,2017-10-23T09:37:05.000Z,261,116,,4
1847,2017-08-09T21:35:36.000Z,261,92,,7
1852,2017-10-01T04:37:41.000Z,261,50,,4
1854,2017-10-21T09:15:32.000Z,261,65,8.42,7
1858,2017-11-04T12:21:43.000Z,261,179,5.22,3
1859,2017-03-31T04:02:28.000Z,261,20,,1
1862,2017-11-11T07:15:16.000Z,265,85,,4
1866,2017-05-16T22:50:12.000Z,265,136,,5
1867,2017-01-29T16:28:20.000Z,265,197,,2
1869,2017-09-25T15:08:36.000Z,265,55,,7
1872,2017-10-02T00:48:11.000Z,265,74,,7
1888,2017-09-09T12:17:03.000Z,268,137,,5
1890,2017-01-09T14:39:17.000Z,268,173,,2
1892,2017-12-26T02:27:14.000Z,268,153,,1
1895,2017-09-22T20:05:27.000Z,269,82,,6
1898,2017-11-23T22:42:51.000Z,269,150,,3
1909,2017-12-29T00:06:49.000Z,269,141,,1
1913,2017-10-10T08:27:21.000Z,269,74,,5
1917,2017-08-20T14:36:44.000Z,270,79,,5
1918,2017-04-14T09:47:53.000Z,270,156,,2
1919,2017-08-11T05:08:04.000Z,270,12,,7
1921,2017-05-30T14:20:52.000Z,270,144,,5
1932,2017-12-08T17:20:03.000Z,271,52,,2
1939,2017-06-23T14:37:47.000Z,271,13,,5
1944,2017-09-25T11:46:18.000Z,271,15,,5
1947,2017-08-04T03:02:28.000Z,271,134,,5
1961,2017-11-17T08:25:41.000Z,274,95,,2
1965,2017-02-13T11:19:54.000Z,274,176,,2
1966,2017-12-19T07:19:23.000Z,274,175,,2
1968,2017-08-12T08:36:29.000Z,275,75,,8
1971,2017-02-16T14:47:57.000Z,275,189,,2
1982,2017-06-02T16:00:08.000Z,275,94,,7
1984,2017-02-17T08:42:12.000Z,276,193,,1
1993,2017-11-12T13:17:19.000Z,276,37,,3
2004,2017-07-03T06:59:56.000Z,277,17,,5
2005,2017-10-31T08:54:53.000Z,277,126,,6
2007,2017-11-16T13:15:03.000Z,278,176,,3
2008,2017-01-17T20:34:46.000Z,278,66,4.07,3
2014,2017-11-13T21:48:27.000Z,278,18,,2
2017,2017-12-06T06:35:29.000Z,278,21,,1
2021,2017-02-06T12:01:09.000Z,279,16,,2
2023,2017-10-23T21:36:20.000Z,279,177,,3
2026,2017-04-29T19:12:10.000Z,280,125,,2
2037,2017-08-29T19:31:42.000Z,282,77,6.94,4
2039,2017-01-10T04:51:14.000Z,285,68,,2
2048,2017-07-20T14:26:02.000Z,285,162,,4
2053,2017-09-28T07:02:19.000Z,285,136,,5
2056,2017-10-10T02:37:40.000Z,286,100,,5
2059,2017-07-20T21:15:35.000Z,286,120,2.99,46
2066,2017-01-11T00:23:35.000Z,287,148,,2
2067,2017-06-17T09:24:21.000Z,287,179,,5
2068,2017-07-10T15:38:30.000Z,287,113,,5
2076,2017-03-18T05:25:41.000Z,289,38,,0
2084,2017-05-30T09:40:00.000Z,293,178,,5
2086,2017-01-23T04:29:52.000Z,293,68,,2
2089,2017-06-24T01:50:27.000Z,295,120,,4
2094,2017-06-07T11:53:10.000Z,295,190,7.1,6
2096,2017-08-24T03:52:02.000Z,295,7,,7
2098,2017-01-31T07:56:15.000Z,295,117,8.29,2
2103,2017-12-11T19:41:56.000Z,295,40,,2
2108,2017-03-08T17:24:46.000Z,296,45,,1
2109,2017-05-09T11:53:42.000Z,296,32,,4
2113,2017-12-18T04:18:22.000Z,296,145,,2
2119,2017-01-09T17:42:04.000Z,300,51,,3
2122,2017-07-21T23:16:15.000Z,300,174,,7
2123,2017-05-12T08:43:53.000Z,300,156,,4
2125,2017-04-07T04:12:22.000Z,300,23,,2
2129,2017-03-12T07:44:34.000Z,300,171,3.77,1
2130,2017-09-10T04:06:22.000Z,300,163,,6
2137,2017-01-22T13:27:44.000Z,301,156,8.27,2
2139,2017-08-21T18:05:23.000Z,303,79,,7
2144,2017-02-19T04:05:20.000Z,303,110,,1
2155,2017-12-09T15:06:20.000Z,304,137,,1
2178,2017-12-17T21:19:12.000Z,306,96,,1
2198,2017-05-04T22:44:26.000Z,307,97,,4
2200,2017-03-29T22:49:13.000Z,307,10,,1
2217,2017-09-24T06:30:47.000Z,310,70,,5
2221,2017-03-21T08:51:42.000Z,310,183,,1
2224,2017-08-12T00:44:20.000Z,310,127,,5
2226,2017-10-12T23:07:09.000Z,310,24,8.42,4
2234,2017-07-15T07:56:14.000Z,311,112,,5
2235,2017-12-26T21:16:26.000Z,311,184,,3
2239,2017-07-06T19:36:33.000Z,312,17,,4
2243,2017-03-30T12:01:10.000Z,312,46,,1
2247,2017-07-05T19:23:30.000Z,312,43,,4
2249,2017-07-13T19:58:02.000Z,313,193,,5
2256,2017-11-24T23:02:50.000Z,313,10,,2
2267,2017-09-11T06:12:21.000Z,313,80,,3
2269,2017-03-18T00:08:26.000Z,313,192,,1
2270,2017-08-30T11:17:51.000Z,313,189,,5
2271,2017-04-18T17:23:22.000Z,314,24,,2
2279,2017-10-19T15:42:04.000Z,314,94,,4
2280,2017-03-03T20:22:26.000Z,314,42,,1
2284,2017-12-21T19:50:49.000Z,318,98,,1
2286,2017-10-21T07:20:05.000Z,318,22,,5
2293,2017-12-30T20:27:38.000Z,318,74,,1
2294,2017-09-26T17:19:13.000Z,318,84,,4
2306,2017-09-08T02:12:55.000Z,322,63,,5
2335,2017-03-21T01:41:23.000Z,326,43,,1
2336,2017-10-08T04:57:15.000Z,326,168,,5
2337,2017-05-20T04:16:25.000Z,326,93,,5
2338,2017-09-20T12:22:17.000Z,326,95,,7
2341,2017-01-08T03:33:20.000Z,327,54,4.97,2
2345,2017-12-26T10:24:28.000Z,327,197,,3
2370,2017-01-18T14:31:12.000Z,328,36,,2
2375,2017-03-20T13:03:56.000Z,329,14,,1
2377,2017-07-30T01:19:29.000Z,329,124,,4
2379,2017-04-26T22:25:26.000Z,329,152,,3
2380,2017-05-28T03:12:03.000Z,329,37,,5
2381,2017-04-24T20:32:36.000Z,329,4,,3
2383,2017-10-04T10:51:17.000Z,329,28,,6
2389,2017-11-26T22:40:15.000Z,330,73,,4
2393,2017-02-05T06:06:46.000Z,331,15,2.25,1
2409,2017-09-23T13:37:57.000Z,334,92,,5
2419,2017-12-06T12:17:27.000Z,336,130,,1
2420,2017-04-08T18:36:55.000Z,336,76,,3
2429,2017-11-02T21:12:40.000Z,337,137,,2
2443,2017-11-20T09:04:45.000Z,338,174,,2
2446,2017-07-06T23:47:41.000Z,338,41,,5
2450,2017-12-19T05:32:59.000Z,338,101,,2
2459,2017-08-21T10:58:59.000Z,338,3,,8
2462,2017-01-11T22:41:36.000Z,338,192,,2
2465,2017-07-04T18:35:48.000Z,338,52,,5
2473,2017-10-22T03:06:02.000Z,342,137,,6
2476,2017-06-23T16:46:58.000Z,342,50,,5
2478,2017-02-22T04:29:51.000Z,342,89,,2
2480,2017-01-07T09:17:34.000Z,342,7,,1
2487,2017-07-04T14:21:12.000Z,345,183,,5
2488,2017-04-20T19:36:00.000Z,345,120,,2
2503,2017-08-21T15:04:41.000Z,346,180,,5
2510,2017-09-07T11:09:47.000Z,347,45,,2
2518,2017-12-28T19:23:45.000Z,348,197,,1
2519,2017-07-23T01:11:40.000Z,348,187,,4
2524,2017-07-22T03:03:04.000Z,348,130,,5
2529,2017-02-27T17:00:24.000Z,350,39,,2
2541,2017-06-24T17:01:13.000Z,351,120,,5
2543,2017-05-24T10:09:13.000Z,351,29,,3
2552,2017-01-22T03:46:12.000Z,351,78,,2
2553,2017-05-15T04:43:30.000Z,351,14,,4
2554,2017-09-07T16:46:47.000Z,352,16,,4
2556,2017-03-24T17:34:12.000Z,352,194,,1
2568,2017-12-29T03:12:55.000Z,353,85,,2
2575,2017-01-31T05:13:58.000Z,354,118,,2
2584,2017-07-17T22:07:03.000Z,356,193,,2
2585,2017-09-04T09:51:01.000Z,356,183,,2
2588,2017-12-14T23:00:59.000Z,356,84,,1
2595,2017-11-21T23:52:24.000Z,356,12,,1
2599,2017-07-12T19:38:15.000Z,356,179,,5
2602,2017-11-23T10:52:41.000Z,356,179,,2
2610,2017-05-29T11:01:06.000Z,358,107,1.34,3
2620,2017-07-18T21:53:32.000Z,360,168,,4
2625,2017-07-04T22:35:42.000Z,361,178,,6
2626,2017-09-26T03:20:45.000Z,361,54,,6
2628,2017-09-23T13:19:50.000Z,361,197,,6
2633,2017-12-19T05:05:15.000Z,361,42,,2
